year,month,day,hour,PM2.5,PM10,SO2,CO,NO2,O3,TEMP,DEWP,HUMI,PRES,wd,WSPM
2014,1,31,6,123,152,69,1.7,80,3,-1.2,-5.600998981,72,1014.2,NE,1.7
2014,1,31,7,126,145,68,1.6,79,6,-1.2,-5.240052803,74,1014.6,NE,1.1
2014,1,31,8,94,115,71,1.4,81,6,-0.5,-4.926232253,72,1014.3,NW,1.4
2014,1,31,9,80,97,72,1.3,74,12,0.5,-4.722225275,68,1014.2,NE,1.8
2014,1,31,10,79,97,70,1.2,67,17,1.2,-4.449058639,66,1014.4,NE,2.3
2014,1,31,11,77,96,71,1.2,62,21,2,-4.305824633,63,1013.7,NE,1.7
2014,1,31,12,73,95,72,1.1,58,29,2.6,-3.949873701,62,1013,NE,2.1
2014,1,31,13,81,100,68,1.2,65,29,3.2,-3.820015583,60,1011.9,SE,1.1
2014,1,31,14,83,104,74,1.1,68,31,3.6,-3.667369451,59,1011.7,NE,1.6
2014,1,31,15,94,111,76,1.1,73,31,3.1,-2.841782157,65,1011.7,NE,2
2014,1,31,16,106,132,62,1.2,76,31,2.8,-2.520067778,68,1011.9,NE,1.8
2014,1,31,17,143,169,62,1.3,88,19,2.6,-1.938830584,72,1012.3,NE,1
2014,1,31,18,149,169,66,1.3,92,14,2.9,-1.839784904,71,1012.9,NE,1.6
2014,1,31,19,156,173,65,1.4,92,12,2.9,-1.649800859,72,1013.5,SE,0.9
2014,1,31,20,173,199,69,1.5,99,3,2.7,-1.655128629,73,1013.6,SE,0.9
2014,1,31,21,201,215,74,1.8,93,1,2.5,-4.261121322,61,1013.4,NE,1.4
2014,1,31,22,160,179,72,1.9,94,1,2.1,-4.639452996,61,1013.6,NE,1.3
2014,1,31,23,158,158,85,2.6,105,1,2.3,-2.802308773,69,1013.5,NE,1
2014,2,1,0,155,191,74,2.4,102,1,1.8,-3.088657244,70,1012.8,SW,0.9
2014,2,1,1,158,187,71,1.9,94,4,1.6,-1.995669422,77,1012.9,CV,0.2
2014,2,1,2,153,169,66,1.8,86,9,1.6,-1.307213213,81,1012.7,NE,1.1
2014,2,1,3,149,173,56,1.6,80,10,1.8,-1.452840402,79,1012.1,NE,1.1
2014,2,1,4,161,173,48,2.2,91,1,1.8,-1.452840402,79,1011.8,NE,1.2
2014,2,1,5,181,182,56,2.8,96,1,1.6,-1.307213213,81,1011.6,NE,1.3
2014,2,1,6,177,177,59,2.4,89,2,1.7,-0.71235887,84,1011.5,NE,1.1
2014,2,1,7,179,179,54,2.3,90,1,2.1,-0.157433083,85,1011.8,NE,0.7
2014,2,1,8,174,175,52,2.4,92,1,2.5,0.396836592,86,1012.1,NE,1
2014,2,1,9,171,173,56,2.2,92,1,2.7,0.268021924,84,1012.3,CV,0.2
2014,2,1,10,178,187,61,2.8,96,1,3.8,0.66842766,80,1012.1,CV,0
2014,2,1,11,190,195,70,3.1,99,1,4.5,1.350787179,80,1011.3,NW,1
2014,2,1,12,132,132,68,2,85,6,4.8,1.29010663,78,1010,SW,0.8
2014,2,1,13,126,126,63,1.9,87,4,4.9,1.387298919,78,1009,SW,1.4
2014,2,1,14,130,130,60,1.9,92,2,4.7,1.545738057,80,1008.8,SW,1.7
2014,2,1,15,119,119,52,1.9,94,1,4.6,1.272979663,79,1008.7,SW,1.7
2014,2,1,16,98,98,51,1.9,94,1,4,1.035917894,81,1007.9,SW,1.3
2014,2,1,17,112,112,46,1.9,96,1,3.6,0.815536855,82,1007.6,SW,2.1
2014,2,1,18,110,110,42,1.9,93,1,3.4,0.788021797,83,1007.5,SW,1.3
2014,2,1,19,115,115,41,1.8,84,8,3.2,0.92239409,85,1007.6,SW,1.9
2014,2,1,20,124,124,40,1.9,88,3,2.8,1.010749706,88,1007.3,SW,2.2
2014,2,1,21,128,128,38,2,88,1,2.5,1.026994766,90,1006.8,SW,2.3
2014,2,1,22,141,141,36,2.1,89,1,2.4,0.928188506,90,1006.7,SW,2.1
2014,2,1,23,139,139,33,2.1,85,1,2.3,0.829381764,90,1006.3,NW,1.6
2014,2,2,0,139,139,35,2.1,85,1,2.2,0.730574541,90,1005.7,SW,1.5
2014,2,2,1,143,145,38,2.2,87,1,2.2,0.575774641,89,1005.9,SW,1.7
2014,2,2,2,156,156,41,2.4,86,1,2.1,0.631766837,90,1005.7,SW,1.8
2014,2,2,3,165,165,42,2.5,86,1,2,0.378409081,89,1005.4,SW,1.3
2014,2,2,4,169,170,39,2.6,84,1,1.9,0.279725504,89,1005.2,NW,0.8
2014,2,2,5,172,172,38,2.7,83,1,1.5,0.19132588,91,1006.3,NE,1.6
2014,2,2,6,174,174,34,3.1,85,1,1.2,0.194215487,93,1006.2,NE,2.5
2014,2,2,7,164,170,25,3.6,86,1,1.1,-0.053968378,92,1007.4,NE,1.8
2014,2,2,8,167,167,31,3,90,1,3.8,-3.939829894,57,1007.7,NE,3.5
2014,2,2,9,157,157,61,2.9,90,2,7.6,-11.70519856,24,1008.7,NW,4.5
2014,2,2,10,81,88,47,1.5,71,24,8.8,-12.35313018,21,1009.3,NE,4.1
2014,2,2,11,20,158,18,0.7,50,46,8.9,-12.87391346,20,1008.9,NE,4.1
2014,2,2,12,21,157,14,0.5,33,56,9.7,-12.84217067,19,1008.6,NE,3.2
2014,2,2,13,11,79,11,0.4,34,58,9.1,-14.70149088,17,1007.9,NE,4.5
2014,2,2,14,22,80,13,0.4,34,58,9.2,-15.35520587,16,1008.6,NE,4.2
2014,2,2,15,19,97,14,0.4,42,54,8.4,-17.60236121,14,1009.8,NE,5.3
2014,2,2,16,15,56,12,0.4,41,56,6,-20.39499179,13,1010.7,NE,4
2014,2,2,17,13,40,10,0.4,38,54,4.7,-21.43505647,13,1012.3,NE,3
2014,2,2,18,9,30,9,0.4,38,51,4,-22.90456936,12,1013.4,NE,3.9
2014,2,2,19,12,20,8,0.4,37,49,3.2,-23.54031769,12,1014.1,NE,3.8
2014,2,2,20,8,15,7,0.4,40,48,2.5,-24.09696422,12,1014.6,NE,2.6
2014,2,2,21,6,6,7,0.4,38,51,2.2,-24.33563187,12,1015.3,NE,2.7
2014,2,2,22,9,10,6,0.4,39,50,2,-24.49477862,12,1016,NE,2.9
2014,2,2,23,3,6,6,0.4,40,51,1.9,-24.57436249,12,1016.6,NE,3.1
2014,2,3,0,3,10,7,0.4,41,49,1.7,-20.12858677,18,1017.5,NW,5.7
2014,2,3,1,5,41,8,0.4,34,57,1,-20.08417565,19,1018.3,NW,5.3
2014,2,3,2,4,36,17,0.4,23,62,-0.2,-14.92720764,32,1019.6,NW,4.9
2014,2,3,3,4,61,13,0.3,20,62,-1.2,-14.72514439,35,1020.3,NE,4.2
2014,2,3,4,6,24,10,0.3,NA,61,-2.4,-16.86999516,32,1021,NE,2.4
2014,2,3,5,3,6,8,0.3,13,59,-3.4,-24.36881592,18,1021.5,SE,1.1
2014,2,3,6,4,6,7,0.3,17,54,-3.5,-27.21930335,14,1022,NE,3.1
2014,2,3,7,3,6,15,0.4,32,44,-3.2,-27.78020149,13,1022.7,NW,4.9
2014,2,3,8,5,6,9,0.3,27,54,-2.4,-27.13571386,13,1023.2,NW,3.4
2014,2,3,9,5,9,11,0.4,23,54,-1.2,-27.04493776,12,1023.2,NW,5.5
2014,2,3,10,9,9,12,0.4,22,53,-0.5,-26.4864767,12,1022.4,NW,3.6
2014,2,3,11,7,12,15,0.4,26,54,0.6,-26.56547854,11,1022.4,NW,4.6
2014,2,3,12,6,9,12,0.4,24,56,1.1,-27.21191362,10,1021,NW,5.6
2014,2,3,13,7,18,8,0.3,23,59,1.7,-26.74290562,10,1020.1,NW,4.2
2014,2,3,14,3,36,8,0.3,30,58,1.5,-26.89921203,10,1020.3,NW,4.1
2014,2,3,15,8,53,7,0.3,33,60,1,-27.29010751,10,1020.4,NW,5.2
2014,2,3,16,8,50,7,0.3,30,58,0.5,-26.64446298,11,1020.6,NW,2.6
2014,2,3,17,6,43,7,0.3,32,55,-0.4,-27.35564724,11,1021.5,NW,4.5
2014,2,3,18,8,54,7,0.3,31,53,-0.8,-27.67191659,11,1022,NW,3.8
2014,2,3,19,3,49,7,0.3,26,54,-1.3,-27.12474601,12,1022.2,NW,0.9
2014,2,3,20,5,34,6,0.3,23,54,-2.3,-27.05518376,13,1022.6,NE,1.4
2014,2,3,21,11,29,7,0.3,24,55,-2.6,-27.29679463,13,1022.6,NW,2.6
2014,2,3,22,9,30,7,0.4,30,51,-1.9,-27.60374312,12,1022.8,NW,2.9
2014,2,3,23,4,21,5,0.3,25,56,-2.1,-27.76346507,12,1023.1,NW,3.8
2014,2,4,0,4,40,5,0.3,22,59,-2.5,-27.21625082,13,1023.8,NW,2.5
2014,2,4,1,3,30,5,0.3,21,59,-3.5,-27.21930335,14,1024.2,NW,1.6
2014,2,4,2,3,14,5,0.3,21,58,-3.6,-28.10260994,13,1024.1,NW,2.7
2014,2,4,3,3,7,3,0.3,22,58,-4.4,-27.95047027,14,1024.2,NW,2.1
2014,2,4,4,3,15,5,0.3,21,57,-5.1,-27.7758843,15,1024,NW,1
2014,2,4,5,3,14,8,0.4,24,52,-5.7,-27.57017497,16,1023.8,NE,1.4
2014,2,4,6,3,12,10,0.5,31,45,-6.2,-27.32606852,17,1024.7,NE,2.3
2014,2,4,7,4,20,11,0.5,37,40,-6.6,-24.82979062,22,1025.8,NE,1.2
2014,2,4,8,9,27,19,0.7,69,12,-4.2,-27.03921685,15,1025.9,NE,2.5
2014,2,4,9,12,19,27,0.7,54,28,-2.2,-26.97466051,13,1025.9,NE,2.8
2014,2,4,10,12,12,20,0.7,46,37,-0.7,-26.64600189,12,1025.3,NW,2.4
2014,2,4,11,14,14,14,0.5,34,48,0.3,-26.80245349,11,1024.3,NE,1.4
2014,2,4,12,8,8,10,0.5,33,53,0.4,-25.76896072,12,1023.2,SE,1.9
2014,2,4,13,7,7,8,0.4,39,55,0.3,-26.80245349,11,1022.1,NE,2.3
2014,2,4,14,11,11,14,0.4,50,52,0.7,-25.52991497,12,1021.8,NW,1.5
2014,2,4,15,5,15,15,0.5,57,48,0.6,-25.60958988,12,1021.6,NW,1.5
2014,2,4,16,13,25,16,0.6,62,46,-0.5,-24.78598964,14,1020.9,SW,2.4
2014,2,4,17,41,62,28,0.9,79,39,-1.5,-22.78728527,18,1021.2,SW,1.7
2014,2,4,18,48,70,29,1,88,28,-1.7,-22.9536593,18,1022.1,SW,1.4
2014,2,4,19,53,85,35,1,85,30,-1.7,-22.9536593,18,1022.3,SW,1.8
2014,2,4,20,76,105,44,1.1,86,23,-2,-21.45072813,21,1022.7,SW,1
2014,2,4,21,114,146,54,1,83,22,-2.6,-21.42613826,22,1023.2,SW,1.7
2014,2,4,22,108,146,59,1.1,87,14,-3.6,-17.21138341,34,1023.3,NW,0.6
2014,2,4,23,119,160,90,1.4,92,9,-4.4,-17.24530248,36,1023.4,CV,0.2
2014,2,5,0,116,148,97,1.5,90,9,-4,-20.7057265,26,1023,NE,1.1
2014,2,5,1,109,136,97,1.7,90,7,-3.9,-19.76028792,28,1023,NE,0.8
2014,2,5,2,128,149,68,2.4,93,2,-4.1,-21.24346581,25,1022.7,NE,1
2014,2,5,3,105,119,60,2.6,90,4,-5.1,-21.22541028,27,1022.9,NE,0.8
2014,2,5,4,107,119,70,3.1,98,1,-5.6,-21.24337094,28,1022.9,NE,1.4
2014,2,5,5,110,120,65,3,94,1,-6.2,-20.97596413,30,1022.9,NE,1.9
2014,2,5,6,105,114,69,3.1,91,1,-6.3,-20.68619734,31,1023.5,NE,1.2
2014,2,5,7,91,98,69,2.9,88,1,-6,-20.80010474,30,1023.5,NE,2.1
2014,2,5,8,75,75,72,2.6,88,1,-5.1,-20.80702539,28,1024.2,NE,1.1
2014,2,5,9,66,74,69,1.9,81,1,-3.5,-21.68402967,23,1024.4,NE,1.3
2014,2,5,10,62,76,71,2.1,85,3,-2.2,-21.61982026,21,1024,NE,1.6
2014,2,5,11,83,95,77,2.5,86,6,-0.7,-16.55309281,29,1022.8,NW,1.2
2014,2,5,12,97,142,76,2.1,85,11,0.2,-10.628522,44,1021.4,SW,2.1
2014,2,5,13,92,140,58,1.5,75,22,0.8,-9.51646278,46,1020.5,SW,2.7
2014,2,5,14,94,121,57,1.3,69,33,0.6,-9.157987137,48,1021,SW,2.4
2014,2,5,15,104,128,62,1.2,74,34,0.7,-9.334439289,47,1021,SW,2.1
2014,2,5,16,108,123,65,1.1,75,34,0.2,-9.794231141,47,1021.1,SW,1
2014,2,5,17,98,98,69,1,79,32,0,-10.52800948,45,1021.2,SW,1.9
2014,2,5,18,89,92,81,1,83,26,-0.8,-10.71404701,47,1021.7,SW,1.1
2014,2,5,19,94,107,83,1,88,20,-0.8,-10.71404701,47,1021.9,SW,2
2014,2,5,20,87,91,59,1,83,23,-2.6,-10.63377587,54,1022.2,SW,1.1
2014,2,5,21,104,120,57,1.1,84,17,-3.7,-10.12906489,61,1022.6,CV,0.1
2014,2,5,22,113,135,69,1.2,97,3,-4.4,-8.865642521,71,1022.7,CV,0.2
2014,2,5,23,116,125,78,1.2,95,3,-2.8,-9.487327996,60,1022.7,NE,1.3
2014,2,6,0,121,121,68,2.1,99,1,-3.1,-9.353835021,62,1022.5,NE,1.4
2014,2,6,1,157,164,82,3.6,106,1,-3.6,-9.62495658,63,1022.5,NE,1.2
2014,2,6,2,170,175,65,3.7,103,1,-3.9,-9.910086086,63,1023,NE,1.6
2014,2,6,3,167,167,66,3.2,96,1,-4.2,-9.995836798,64,1023,NE,1.1
2014,2,6,4,153,153,64,3,NA,NA,-4.5,-9.891846902,66,1022.9,NE,1.8
2014,2,6,5,148,148,67,3.2,93,1,-4.1,-10.10018237,63,1023.8,NE,1.6
2014,2,6,6,152,152,66,3.1,91,1,-3.8,-9.815040927,63,1023.9,NE,1.4
2014,2,6,7,131,131,134,2.1,92,1,-3.8,-10.2237758,61,1024.9,NE,0.9
2014,2,6,8,134,136,98,2.5,91,1,-3.2,-10.0784555,59,1025.4,NE,1.5
2014,2,6,9,144,150,93,2.8,94,1,-2.2,-9.799304999,56,1025.7,NE,1.5
2014,2,6,10,148,149,102,2.8,94,1,-1.3,-10.65012114,49,1025.1,NE,1.5
2014,2,6,11,146,146,112,2.6,94,4,-0.2,-11.28227701,43,1024.2,NE,1.7
2014,2,6,12,123,123,127,2.3,90,10,0.6,-11.15273575,41,1023.1,NW,1.8
2014,2,6,13,120,120,117,2.2,98,12,1.8,-10.69741578,39,1022.8,SW,1
2014,2,6,14,124,124,106,2,102,16,1.5,-11.96920615,36,1023.3,NW,0.6
2014,2,6,15,120,120,90,1.9,109,18,1.2,-11.56312286,38,1023.6,SW,2.6
2014,2,6,16,115,115,82,1.9,117,12,0.8,-12.59445314,36,1023.2,SW,1.3
2014,2,6,17,95,95,74,1.6,115,17,0,-12.00437443,40,1023.2,CV,0.5
2014,2,6,18,92,92,73,1.4,107,22,-0.4,-11.46447886,43,1023.3,SW,0.7
2014,2,6,19,98,98,67,1.5,106,21,0,-11.10008882,43,1023.6,SW,1.1
2014,2,6,20,98,98,67,1.6,101,21,0.2,-10.628522,44,1024.2,SE,1.3
2014,2,6,21,119,130,77,2,102,17,0.1,-8.845567212,51,1024.7,SE,2.4
2014,2,6,22,139,155,94,2.7,113,10,-0.5,-6.474212859,64,1024.7,SW,1.7
2014,2,6,23,138,164,78,2.5,109,5,-0.8,-5.215409323,72,1024.6,SW,2.4
2014,2,7,0,93,93,54,1.7,92,11,-1,-5.226334286,73,1024.2,SW,1.3
2014,2,7,1,73,73,42,1.2,72,23,-1.3,-5.15965937,75,1024.1,SE,1.3
2014,2,7,2,74,74,41,1.3,69,21,-1.4,-4.908816875,77,1023.3,SE,1.4
2014,2,7,3,82,82,46,1.3,77,11,-1.3,-5.15965937,75,1022.7,SE,1
2014,2,7,4,86,86,59,1.3,78,11,-1.5,-5.005939811,77,1022.4,SE,1.4
2014,2,7,5,94,94,63,1.5,85,4,-2.5,-4.674037432,85,1022.2,SE,1.2
2014,2,7,6,108,108,46,1.6,83,2,-3,-4.556420349,89,1022.7,SE,1.5
2014,2,7,7,108,108,32,1.5,80,4,-3.5,-4.902232376,90,1022.7,SE,2
2014,2,7,8,99,99,27,1.5,83,4,-3.5,-5.199203772,88,1022.6,SW,1.1
2014,2,7,9,96,96,27,1.6,83,4,-3.3,-4.558029435,91,1022.7,SE,1
2014,2,7,10,93,93,29,1.4,81,7,-2.7,-4.410510309,88,1022.2,SE,1.1
2014,2,7,11,94,94,33,1.4,76,9,-2.4,-4.732742784,84,1021.2,SE,1.4
2014,2,7,12,104,104,37,1.4,79,10,-2.5,-4.989265716,83,1020.1,SE,2
2014,2,7,13,108,108,38,1.3,77,16,-2.4,-4.575833842,85,1019.2,SE,0.9
2014,2,7,14,101,101,35,1.2,80,16,-2.2,-4.379428868,85,1018.6,SE,0.8
2014,2,7,15,97,97,35,1.2,81,17,-2.5,-4.213342759,88,1018.3,SE,0.9
2014,2,7,16,92,92,33,1.2,80,20,-2.8,-4.210399958,90,1018.4,SW,1.1
2014,2,7,17,92,92,28,1.2,87,17,-2.8,-3.773236452,93,1018.6,NW,0.9
2014,2,7,18,90,90,27,1.3,96,9,-2.8,-3.630298047,94,1018.5,NW,1.2
2014,2,7,19,92,92,26,1.4,107,1,-3,-3.971623045,93,1018.5,NW,1.4
2014,2,7,20,109,109,24,1.6,106,1,-3.1,-4.214769589,92,1018.6,NE,0.6
2014,2,7,21,130,130,26,1.8,105,1,-3.2,-4.313844501,92,1018.5,NW,0.7
2014,2,7,22,135,135,29,1.9,106,1,-3.1,-4.214769589,92,1018.6,CV,0.5
2014,2,7,23,122,122,31,1.7,99,2,-3.1,-4.070816841,93,1018.7,SE,0.9
2014,2,8,0,88,88,29,1.3,82,13,-2.9,-3.872429582,93,1018.6,SW,1.3
2014,2,8,1,75,75,23,1.1,66,24,-3.3,-4.12685804,94,1018.9,NW,1.3
2014,2,8,2,71,71,NA,1,58,24,-3.4,-4.226170893,94,1019,NW,1.5
2014,2,8,3,135,135,15,NA,75,7,-3.5,-4.32548403,94,1018.6,NE,1
2014,2,8,4,159,159,20,2.4,NA,NA,-4.1,-4.921368832,94,1018.5,NE,1
2014,2,8,5,156,156,26,2.6,83,1,-4,-4.963576004,93,1018.5,NE,0.9
2014,2,8,6,151,151,29,2.5,89,1,-4.4,-5.36036652,93,1019.4,NE,1.1
2014,2,8,7,139,139,24,2.3,90,1,-4.7,-5.517263882,94,1020.3,CV,0.2
2014,2,8,8,140,140,22,2.5,88,1,-2.9,-6.197024307,78,1020.9,NW,2.2
2014,2,8,9,142,142,49,2.3,82,4,-0.3,-9.987591978,48,1021.6,NE,2.2
2014,2,8,10,77,77,53,1.4,58,27,0.9,-12.50512012,36,1021.6,NW,3.6
2014,2,8,11,31,31,31,0.9,45,39,0.7,-13.38937241,34,1021,NW,5.2
2014,2,8,12,16,16,20,0.5,37,48,1.2,-12.58678381,35,1021.1,NW,3
2014,2,8,13,5,6,19,0.4,31,52,1.3,-13.22518735,33,1021,NW,3.5
2014,2,8,14,5,6,19,0.4,31,NA,1.7,-12.87128134,33,1021.2,NW,4
2014,2,8,15,NA,NA,NA,NA,NA,NA,1.2,-13.31367458,33,1021.9,NW,2.9
2014,2,8,16,12,12,17,0.4,31,NA,-0.2,-14.55294629,33,1022.6,NW,4.4
2014,2,8,17,NA,NA,NA,NA,NA,NA,-1.5,-16.07496131,32,1023.6,NW,4.3
2014,2,8,18,9,10,12,0.4,28,54,-2.7,-16.76802542,33,1025.5,NW,4.2
2014,2,8,19,9,9,12,0.4,24,55,-3.8,-17.38934057,34,1027,NW,3.2
2014,2,8,20,4,10,14,0.4,22,54,-5.3,-19.07455997,33,1028,NE,2.3
2014,2,8,21,8,10,11,0.4,24,51,-6.1,-19.43705861,34,1029.2,NE,2.6
2014,2,8,22,6,6,9,0.4,27,48,-6.6,-19.21624279,36,1030,NE,3.4
2014,2,8,23,9,11,9,0.4,30,44,-7,-19.90262434,35,1030.7,NW,3.9
2014,2,9,0,6,6,8,0.3,18,53,-7.6,-19.48393532,38,1031,NW,2.9
2014,2,9,1,7,8,10,0.4,15,52,-8,-19.54228549,39,1031.1,NW,4
2014,2,9,2,11,11,NA,0.4,17,51,-8.5,-19.41237698,41,1031.1,NE,1.4
2014,2,9,3,6,6,18,NA,22,46,-8.5,-19.9945218,39,1031.4,NE,2.3
2014,2,9,4,7,7,20,0.5,NA,NA,-9,-19.86706439,41,1031.5,NE,1.6
2014,2,9,5,8,8,20,0.5,27,38,-8.9,-19.49544287,42,1031.7,NW,2.7
2014,2,9,6,10,10,20,0.6,32,36,-9.3,-19.31808737,44,1031.8,NE,2.1
2014,2,9,7,9,14,23,0.5,38,32,-8.9,-19.49544287,42,1032,NE,2.2
2014,2,9,8,12,12,25,0.6,48,24,-7.4,-19.9334318,36,1032.2,NE,3.5
2014,2,9,9,10,10,23,0.5,39,34,-5.8,-19.87667396,32,1032.5,NW,3.4
2014,2,9,10,8,8,19,0.5,30,43,-4.1,-19.93469597,28,1032.1,NE,3.2
2014,2,9,11,3,6,17,0.4,26,48,-3.3,-20.1000977,26,1031.1,NW,3.9
2014,2,9,12,10,10,16,0.4,26,52,-2.5,-19.40825273,26,1029.7,NE,3.4
2014,2,9,13,9,9,15,0.4,27,54,-1.6,-19.09030659,25,1028.8,NE,3.1
2014,2,9,14,8,8,13,0.4,27,55,-1,-19.05300131,24,1028.3,NE,2.1
2014,2,9,15,7,13,14,0.4,30,53,-1,-18.57402712,25,1028.2,NE,2.7
2014,2,9,16,6,10,14,0.4,32,52,-1.3,-18.83214371,25,1028.2,NW,3.2
2014,2,9,17,9,15,12,0.4,28,55,-3.4,-17.03344309,34,1028.7,NW,1.1
2014,2,9,18,7,18,12,0.5,33,50,-3.7,-18.39353795,31,1029.5,NW,1.9
2014,2,9,19,8,17,14,0.5,36,47,-4.4,-17.24530248,36,1029.8,NE,1.2
2014,2,9,20,8,17,16,0.5,40,44,-4.4,-17.57997279,35,1030.4,NE,1.8
2014,2,9,21,11,20,19,0.6,44,41,-4.8,-17.93712255,35,1030.8,NW,2
2014,2,9,22,17,25,31,0.6,47,36,-5.3,-17.72723162,37,1031.3,NE,1.7
2014,2,9,23,16,17,29,0.7,55,28,-5.9,-18.58891399,36,1031.5,NE,2.4
2014,2,10,0,18,22,32,0.8,66,20,-6.6,-18.58234403,38,1031.6,NE,2
2014,2,10,1,13,13,27,0.7,56,27,-7.1,-18.43081849,40,1031.8,NE,1.8
2014,2,10,2,13,13,NA,0.8,49,28,-7.5,-18.79342227,40,1031.2,NE,1.9
2014,2,10,3,15,15,30,NA,50,25,-8.7,-17.74238125,48,1031.1,NW,0.7
2014,2,10,4,12,12,31,0.9,NA,NA,-10.3,-17.83644244,54,1030.9,NE,1.9
2014,2,10,5,15,17,32,1,55,18,-11.4,-16.6710434,65,1031.2,NE,0.9
2014,2,10,6,14,24,31,1.1,61,13,-12.2,-16.72362275,69,1031.3,SW,0.6
2014,2,10,7,20,30,34,1.4,79,1,-12.2,-15.24868298,78,1031.7,NE,1.3
2014,2,10,8,29,60,43,1.8,89,1,-6.6,-18.58234403,38,1032.1,NE,1.6
2014,2,10,9,32,45,54,1.7,86,4,-4.7,-18.90336768,32,1032,NE,1.6
2014,2,10,10,27,27,54,1,64,23,-3.5,-17.84218709,32,1031.3,SE,1
2014,2,10,11,27,27,56,1,62,29,-2.5,-18.12647398,29,1029.5,NW,0.8
2014,2,10,12,22,22,52,0.9,61,33,-2.1,-16.98418415,31,1028.3,SW,2.4
2014,2,10,13,22,22,34,0.8,66,35,-1.7,-17.02358694,30,1027.3,SE,1.5
2014,2,10,14,24,24,23,0.8,75,36,-1.2,-15.81002916,32,1026.2,SW,3.9
2014,2,10,15,29,29,22,0.7,77,42,-1.8,-16.33993302,32,1025.8,SW,4.1
2014,2,10,16,30,32,24,0.7,74,47,-2.8,-15.48251319,37,1025.7,SW,2.5
2014,2,10,17,37,39,28,0.7,78,44,-3.7,-15.05194485,41,1025.9,SW,2.2
2014,2,10,18,36,48,29,0.8,87,34,-4.2,-14.92890826,43,1025.8,SW,2.5
2014,2,10,19,45,58,30,1,94,26,-5.1,-12.97061997,54,1026.1,SW,1.6
2014,2,10,20,50,59,30,1,97,22,-7.5,-13.52987531,62,1025.9,SW,1
2014,2,10,21,58,70,36,1.2,109,11,-8.4,-12.37444644,73,1025.9,NW,0.9
2014,2,10,22,68,77,42,1.4,111,8,-9.2,-12.81385795,75,1025.6,NW,0.7
2014,2,10,23,77,84,38,1.8,110,4,-10,-12.79379786,80,1025.3,CV,0
2014,2,11,0,78,83,40,2.7,114,1,-10.7,-13.32430798,81,1024.8,NE,0.7
2014,2,11,1,78,88,30,3,110,1,-9.5,-13.10468063,75,1024.3,NE,0.9
2014,2,11,2,73,73,NA,3.3,106,1,-8.3,-13.71114577,65,1023.9,NE,1.6
2014,2,11,3,68,68,39,NA,98,1,-8.7,-14.09296718,65,1023.3,NE,1.3
2014,2,11,4,81,81,39,2.8,NA,NA,-9.1,-14.10477615,67,1022.9,NE,1.4
2014,2,11,5,73,73,41,3.3,93,1,-10.1,-14.186354,72,1022.7,NE,0.8
2014,2,11,6,84,84,42,3.6,98,1,-9.2,-13.66403271,70,1023.2,NE,1.4
2014,2,11,7,86,92,52,3.7,100,1,-8.5,-13.90205274,65,1023.9,NE,1.3
2014,2,11,8,89,109,65,3.8,100,1,-7.1,-13.55373301,60,1024,NE,1.3
2014,2,11,9,81,103,84,3.6,100,1,-5.4,-13.25115,54,1023.5,NE,1.2
2014,2,11,10,91,97,111,3.5,103,1,-2.9,-13.46075368,44,1022.9,NE,1
2014,2,11,11,94,100,123,2.4,NA,9,-2,-13.81277041,40,1022,NE,1.1
2014,2,11,12,NA,NA,NA,NA,NA,NA,-0.4,-13.32989371,37,1020.5,SW,2.2
2014,2,11,13,93,93,75,1.6,92,18,0.7,-12.68379018,36,1019.8,SW,2.7
2014,2,11,14,96,96,68,1.8,112,17,0.7,-12.01237273,38,1019.4,SW,3
2014,2,11,15,131,133,80,2.2,132,21,0.3,-12.70247213,37,1019.5,SW,3.3
2014,2,11,16,121,121,75,1.9,118,32,-0.3,-12.27554046,40,1019.5,SW,1.9
2014,2,11,17,128,128,76,2,128,26,-1.4,-12.08991909,44,1020.1,SW,3.3
2014,2,11,18,145,155,82,2.2,145,12,-1.8,-10.85844975,50,1020.8,SW,1.8
2014,2,11,19,191,203,96,2.7,160,3,-4.2,-10.1952335,63,1021.1,NW,0.7
2014,2,11,20,200,200,100,2.9,160,1,-6,-10.05530643,73,1022,CV,0
2014,2,11,21,181,181,94,2.7,152,1,-7.1,-10.28368248,78,1022.2,NW,0.8
2014,2,11,22,190,193,86,3.3,154,1,-7.1,-10.94725984,74,1022.7,NE,1.1
2014,2,11,23,187,187,84,3.3,149,1,-5.5,-10.65799557,67,1023,NE,1.4
2014,2,12,0,169,169,78,3.4,150,1,-5.6,-11.13463262,65,1023.3,NE,0.9
2014,2,12,1,167,168,80,3.9,149,1,-5.9,-11.22956814,66,1023.6,NE,1.3
2014,2,12,2,166,166,NA,4.4,143,1,-6.8,-11.71757105,68,1024,NE,1.2
2014,2,12,3,158,158,63,NA,136,1,-7.4,-11.40804083,73,1024.1,NE,1
2014,2,12,4,152,152,49,4.3,NA,NA,-6.5,-11.42991446,68,1024.6,NE,1.9
2014,2,12,5,150,150,62,3.8,125,1,-7.5,-11.50467514,73,1025.1,NE,0.8
2014,2,12,6,145,145,46,3.9,124,1,-7,-11.0215175,73,1026,NE,1.8
2014,2,12,7,149,149,44,4.1,125,1,-6,-10.95052048,68,1027.1,NE,1.9
2014,2,12,8,157,171,61,5,128,1,-4.1,-12.99004143,50,1027.7,NE,1.1
